teacher_id,item_name,item_year,item_type,journal,journal_type,co_worker_in,co_worker_out,scholarship_type,equis
301019.0,"傅冶天*, 2016, ""Outliers Discovery through Cross-Domain Comparison in the Big Data Era: From Stanford Management Company Performance (2000-2008) to Fund Management Excellence""",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
111580.0,"簡睿哲 2018.02, 'Drivers of Virtual Interfirm Integration and Its Impact on Performance in International Customer–Supplier Relationships",2018,期刊論文,Management International Review,O,,"Daekwan Kim;
 ;Rudolf Sinkovics*,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲 2017.02, 'Antecedents and Outcomes of Supplier Innovativeness in International Customer–Supplier Relationships: The Role of Knowledge Distance,",2017,期刊論文,Management International Review,O,,"Rudolf Sinkovics*;Daekwan Kim,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,Polarizing Effect of Early Exporting on Exit,2017,期刊論文,Management International Review,O,,Ziliang Deng*;Rudolf Sinkovics,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,Antecedents and Outcomes of Supplier Innovativeness in International Customer–Supplier Relationships: The Role of Knowledge Distance,2017,期刊論文,Management International Review,O,,;Rudolf Sinkovics*;Daekwan Kim,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲 2019.12, 'Antecedents and outcomes of digital platform risk for international new ventures’ internationalization",2019,期刊論文,Journal of World Business,O,,"Daekwan Kim*;Erin Cavusgil,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"陳厚銘*;連勇智;許嘉文;林玟廷;簡睿哲, 2016.03, '國際企業研究發展的新方向和新興議題, ' 管理學報, Vol.33, No.1, pp.35-60.(TSSCI)(*為通訊作者), 411121",2016,期刊論文,Journal of Management and Business Research (管理學報),O,,陳厚銘*;連勇智;許嘉文;林玟廷,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲*;2019.07, 'Internet and SMEs' internationalization: The role of platform and website",2019,期刊論文,Journal of International Management,O,,"Daekwan Kim,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,Rapid expansion of international new ventures across institutional distance,2017,期刊論文,Journal of International Business Studies,O,,Ziliang Deng*Rudolf Sinkovics,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲*;2017.07, 'Relationship-based product innovations: Evidence from the global supply chain",2017,期刊論文,Journal of Business Research,O,,"Daekwan Kim;Daniel C. Bello,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲 2017.11, 'The empirical link between export entry mode diversity and export performance: a contingency- and institutional-based examination",2017,期刊論文,Journal of Business Research,O,,"João S. Oliveira*;Nahid Yazdani;John W. Cadogan;Ian R. Hodgkinson;Eleni Tsougkou;;Vicky M. Story;Nathaniel Boso,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,The empirical link between export entry mode diversity and export performance: a contingency- and institutional-based examination,2017,期刊論文,Journal of Business Research,O,,Cadogan;Ian R. Hodgkinson;Eleni Tsougkou;Vicky M. Story;Nathaniel Boso,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,Relationship-based product innovations: Evidence from the global supply chain,2017,期刊論文,Journal of Business Research,O,,Daekwan Kim;Daniel C. Bello,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲;邱志聖;Rudolf Sinkovics*, 2016.08, 'Interpartner learning, dependence asymmetry and radical innovation in customer-supplier relationships, ' Journal of Business & Industrial Marketing, Vol.31, No.6, pp.732-742.(SSCI)(*為通訊作者), 408332",2016,期刊論文,Journal of Business & Industrial Marketing,O,,;邱志聖;Rudolf Sinkovics,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,Risk Evaluations with Robust Approximate Factor Models,2017,期刊論文,Journal of Banking and Finance,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,"簡睿哲;Zhiqiang Wang;Xiande Zhao;Rudolf Sinkovics*, 2016.05, 'Drivers and customer satisfaction outcome of CSR in supply chains in different institutional contexts, a comparison between China and Taiwan, ' International Marketing Review, Vol.33, No.4, pp.514-529.(SSCI)(*為通訊作者), 408334",2016,期刊論文,International Marketing Review,O,,Zhiqiang Wang;Xiande Zhao;Rudolf Sinkovics*,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲*;Ziliang Deng;Xiaohui Liu;Daekwan Kim, 2016.05, 'Assessing endogeneity issues in international marketing research, ' International Marketing Review, Vol.33, No.3, pp.483-512.(SSCI)(*為通訊作者), 408335",2016,期刊論文,International Marketing Review,O,,;Ziliang Deng;Xiaohui Liu;Daekwan Kim,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲*;Daekwan Kim;Yung-Chih, Lien;Ro, Sangbum, 2020.03, 'The Moderating Effect of Virtual Integration on Interorganizational Governance and Relationship Performance in International Customer-Supplier Relationship, ' International Marketing Review, Vol.accepted.(SSCI)(*為通訊作者)(本論著未刊登但已被接受), 426437",2020,期刊論文,International Marketing Review,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
121779.0,"薛景文, 2017.03, '論WTO反傾銷制度下「非市場經濟體」待遇之內涵與適用, ' 臺大法學論叢, Vol.46, No.1, pp.201-267.(TSSCI), 414878",2017,期刊論文,National Taiwan University Law Journal (臺大法學論叢),O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
121779.0,食品安全體系管制理念原則之重塑與建構：國際與比較法觀點－以自由貿易協定 建構跨國食品安全管制機制之研究(1/2),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
121779.0,食品安全體系管制理念原則之重塑與建構：國際與比較法觀點－以自由貿易協定 建構跨國食品安全管制機制之研究(2/2),2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
121779.0,從國際經貿法之觀點論跨境資料傳輸中隱私權保障之限制(1/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
121779.0,從國際經貿法之觀點論跨境資料傳輸中隱私權保障之限制(2/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
121779.0,透明性要求作為自由貿易協定談判公眾正當性與信賴基礎,2018,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,"簡睿哲 2018.09, 'The effect of institutional capabilities on E-business firms' international performance",2018,期刊論文,Management International Review,O,"譚丹琪,",,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,Estimating Links of a Network from Time to Event Data,2017,期刊論文,Annals of Applied Statistics,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,"陳寶蓮;譚丹琪;簡睿哲*, 2016.01, 'Foreign knowledge acquisition through inter-firm collaboration and recruitment: implications for domestic growth of emerging market firms, ' International Business Review, Vol.25, No.1, pp.221-232.(SSCI)(*為通訊作者), 408333",2016,期刊論文,International Business Review,X,;譚丹琪,陳寶蓮;,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲 2018.01, 'Strategic orientations, joint learning, and innovation generation in international customer-supplier relationships.",2018,期刊論文,International Business Review,O,,"*;Daekwan Kim;Jyh-She Chiou;Roger Calantone,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲* 2018.08, 'Ethno-national ties and international opportunity exploitation : the role of environmental factors",2018,期刊論文,International Business Review,O,,"Daekwan Kim;Kyuyeong Choi;John Cadogan,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"International Marketing Strategies in the Age of Digitalization: Past Accomplishment, Current Status and Future Research Direction",2020,期刊論文,International Marketing Review,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲* 2020.03, 'The Moderating Effect of Virtual Integration on Interorganizational Governance and Relationship Performance in International Customer-Supplier Relationship",2019,期刊論文,International Marketing Review,O,,"Daekwan Kim;Yung-Chih, Lien;Ro, Sangbum,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲*;Daekwan Kim, 2020.09, 'International Marketing Strategies in the Age of Digitalization: Past Accomplishment, Current Status and Future Research Direction, ' International Marketing Review,.(SSCI)(*為通訊作者)(本論著未刊登但已被接受), 428216",2020,期刊論文,International Marketing Review,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,"簡睿哲* 2018.12, 'The direct and indirect impact of relational ties on innovation performance: an empirical study in China",2018,期刊論文,IEEE Transactions on Engineering Management,O,,"Zhiqiang Wang;
 ;Xiande Zhao,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
113492.0,貿易促進還是減緩經濟成長？使用引力方程式分解貿易對成長的影響,2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,"簡睿哲; 2018.12, 'Antecedents and Innovation Performance Implications of MNC Political Ties in the Chinese Automotive Supply Chain",2018,期刊論文,Management International Review,O,,"Rudolf Sinkovics*;Stefan Zagelmeyer,",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,不同體制國家中廠商於供應鏈採用企業社會責任的前項與結果之分析：台灣與大陸廠商之比較研究(2/2),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101607.0,最大跌幅，下方風險與市場崩跌風險(1/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E5:Papers in Professional conferences
101607.0,商業本票無實體化後，集保結算所在短期票券市場之發展策略,2017,,,X,,,Basic_or_Discovery_Scholarship,E5:Papers in Professional conferences
101607.0,商業本票無實體化後，集保結算所在短期票券市場之發展策略,2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101607.0,公司理財整合型研究-子計畫三: 股東權益成本之探討:以指數成分股變動為例(3/3),2020,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101607.0,公司理財整合型研究-子計畫三: 股東權益成本之探討:以指數成分股變動為例(2/3),2020,,,X,,,Basic_or_Discovery_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
101607.0,公司理財整合型研究-子計畫三: 股東權益成本之探討:以指數成分股變動為例(1/3),2020,,,X,,,Basic_or_Discovery_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
101607.0,Do Superstitious Traders Lose Money?,2018,期刊論文,Management Science,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101607.0,Trader Types and Fleeting Orders: Evidence from Taiwan Futures Exchange,2018,期刊論文,Journal of Futures Markets,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101607.0,"Hsiao-Tzu Huang;Ko-Lun Kung*;Wei-Yu Kuo;Chenghsien Tsai, 2016.12, 'A Curve-Fitting Approach to Modeling and Projecting Global Mortality Rates, ' 經濟論文, Vol.44, No.4, pp.537-578.(TSSCI)(*為通訊作者), 412321",2016,期刊論文,Academia Economic Papers (經濟論文),O,,Hsiao-Tzu Huang;Ko-Lun Kung,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301016.0,模型平均後之?計推論,2020,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301016.0,群組平均 - 合併追蹤資料的方法(2/2),2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301016.0,群組平均 - 合併追蹤資料的方法(1/2),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301016.0,流動性共移: 噪音交易的作用,2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301016.0,平均長期變異數估計,2018,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301016.0,"郭炳伸*;藍青玉, 2015.04, ""模型組合與新台幣匯率預測,"" 臺灣經濟預測與政策,.(TSSCI)(*為通訊作者)(本論著未刊登但已被接受)",2015,期刊論文,臺灣經濟預測與政策,O,,藍青玉,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301016.0,"藍青玉*;葉柏宏;郭炳伸*, 2017.07, '外匯干預下的利差交易策略：台幣匯率基本面變數的經濟價值, ' 經濟論文叢刊,.(TSSCI)(*為通訊作者)(本論著未刊登但已被接受), 419454",2017,期刊論文,Taiwan Economic Review (經濟論文叢刊),O,,藍青玉*;葉柏宏,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301016.0,The Use of Big Data Analytics to Predict the Foreign Exchange Rate Based on Public Media: A Machine-Learning Experiment,2019,期刊論文,IT Professional,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,出口廠商使用電商平台的分析：以台灣與大陸出口廠商為例(1/3),2020,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,出口廠商使用電商平台的分析：以台灣與大陸出口廠商為例(2/3),2020,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,出口廠商使用電商平台的分析：以台灣與大陸出口廠商為例(3/3),2020,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,多國籍際企業在中國政治網路連結的前項以及其對於產品創新影響的研究(1/2),2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,多國籍際企業在中國政治網路連結的前項以及其對於產品創新影響的研究(2/2),2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,有情門國際行銷產學合作研究計畫,2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,Pre-entry experience and post-entry learning of the board of directors: implications for post-entry performance.’ Strategic Entrepreneurship Journal,2017,期刊論文,Strategic Entrepreneurship Journal,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,虛擬與關係網路連結對於天生全球化企業國際機會實現的影響：台灣與大陸企業之比較分析(1/3),2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,虛擬與關係網路連結對於天生全球化企業國際機會實現的影響：台灣與大陸企業之比較分析(3/3),2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,新興市場廠商組織間知識保護策略的前項與結果之分析：以外國VS中國汽車供應商在中國為例(3/3),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,網際網路對國際新創企業國際化的影響：平台與網站的跨期動態研究(1/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,網際網路對國際新創企業國際化的影響：平台與網站的跨期動態研究(2/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
111580.0,廠商全球產品行銷策略與國際行銷績效的研究,2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301016.0,"Chu-An Liu*;Biing-Shen Kuo, 2016.06, 'Model Averaging in Predictive Regressions, ' Econometrics Journal, Vol.19, No.2, pp.203-231.(SSCI)(*為通訊作者), 413745",2016,期刊論文,Econometrics Journal,O,,Chu-An Liu,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
111580.0,虛擬與關係網路連結對於天生全球化企業國際機會實現的影響：台灣與大陸企業之比較分析(2/3),2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
113492.0,國際貿易對失業率、工作流失率及所得不均度的影響,2018,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
113492.0,人口成長與要素重新分配、國際貿易及經濟成長間的關係,2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
113492.0,貿易自由化與所得不均度間之非單調關係,2018,期刊論文,Academia Economic Papers (經濟論文),O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301018.0,管理二學門規劃研究推動計畫(2/3),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,新興科技創新營運模式-金融科技創新營運研究中心設立與維運計畫-總計畫及子計畫四(1/4),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,新興科技創新營運模式-金融科技創新營運研究中心設立與維運計畫-子計畫一(1/4),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,國內太陽光電系統行銷通路諮詢及會議辦理,2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,消費者購前知覺專屬資產之研究(1/3),2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,"邱志聖*, 2017.08, '品牌策略與管理, ' 智勝文化出版.(*為通訊作者), 417501, 2017/08",2017,,,X,,,Applied_or_Integration_Application_Scholarship,E7:Books (e.g. research monographs)
301018.0,巴黎協定對排放權交易制度之連結所可能帶來之影響：由下而上或由上而下的管制工具？,2019,期刊論文,亞洲環境法,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,Does Snobbish Service Generate Better Sales? The Case of Luxury Goods,2017,期刊論文,Journal of Consumer Behaviour,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,Does Snobbish Service Generate Better Sales? The Case of Luxury Goods,2017,期刊論文,Journal of Consumer Behaviour,O,,C.C. Hsiao,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301018.0,"George Chung-Chi Shen*;邱志聖;Chih-Hui Hsiao;Chun-HsienWang;Hsin-Ni Li, 2016, 'Effective marketing communication via social networking site: The moderating role of the social tie, ' Journal of Business Research, Vol.69, No.6, pp.2265-2270.(SSCI)(*為通訊作者), 411428",2016,期刊論文,Journal of Business Research,O,,George Chung-Chi Shen ;Chih-Hui Hsiao;Chun-HsienWang;Hsin-Ni Li,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301018.0,"Jean Ruey-Jer ""Bryan*;邱志聖;Rudolf R. Sinkovics, 2016, 'Interpartner learning, dependence asymmetry and radical innovation in customer-supplier relationships, ' Journal of Business & Industrial Marketing, Vol.31, No.6, pp.732-742.(SSCI)(*為通訊作者), 411426",2016,期刊論文,Journal of Business & Industrial Marketing,O,"Jean Ruey-Jer ""Bryan",;Rudolf R. Sinkovics,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301018.0,Consumer choice of multichannel shopping The effects of relationship investment and online store preference,2017,期刊論文,Internet Research,X,,,Applied_or_Integration_Application_Scholarship,E7:Books (e.g. research monographs)
301018.0,Consumer choice of multichannel shopping The effects of relationship investment and online store preference,2017,期刊論文,Internet Research,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
301018.0,Consumer choice of multichannel shopping The effects of relationship investment and online store preference,2017,期刊論文,Internet Research,O,,Szu-Yu Chou;George Chung-Chi Shen,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301018.0,The use of asset specific investments to increase customer dependence: A study of OEM suppliers,2017,期刊論文,Industrial Marketing Management,O,,Chih-Wei Lin*;Lei-Yu Wu,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301018.0,The social influence of online collaborative community: the moderating effect of achievement,2017,期刊論文,Behaviour & Information Technology,O,,"Hsioa, C.C",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301018.0,巴黎協定對排放權交易制度之連結所可能帶來之影響：由下而上或由上而下的管制工具？,2019,期刊論文,Asian Environmental Law Review (亞洲環境法),O,Danchi Tan,"Hsiao, Cheng-Chieh, Liu, Yen-Hung Steven, Seyda Deligonul",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
127273.0,"潘振宇;Hideo Konishi*, 2020.03, 'Sequential formation of alliances in survival contests, ' International Journal of Economic Theory, No.16, pp.95–105.(SSCI)(*為通訊作者), 427691",2020,期刊論文,International Journal of Economic Theory,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
127273.0,"潘振宇;Hideo Konishi*, 2020.09, 'Partisan and bipartisan gerrymandering, ' Journal of Public Economic Theory, Vol.22, No.5, pp.1183-1212.(SSCI)(*為通訊作者), 428145",2020,期刊論文,Journal of Public Economic Theory,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
127273.0,"潘振宇;Hideo Konishi*, 2020.01, 'Silent promotion of agendas: campaign contributions and ideological polarization, ' Public Choice, No.182, pp.93–117.(SSCI)(*為通訊作者), 427683",2020,期刊論文,Public Choice,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
127273.0,"潘振宇*, 2020.11, 'Protections from Natural Disasters as Local Public Goods: Migration and Local Adaptations, ' Regional Science and Urban Economics, Vol.85, pp.103592.(SSCI)(*為通訊作者), 428192",2020,期刊論文,Regional Science and Urban Economics,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101830.0,"陳建維, 2018, 'Finanical Leverage and Competitive Strategy of Cross-Listing Firms",2018,期刊論文,Austrailan Journal of Management,O,,楊季霖*;江明憲;,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101830.0,"陳建維;, 2018.02, 'Information and Timing of New Product Preannouncement and Firm Value,",2018,期刊論文,Australian Journal of Management,O,,"Chi-Ling Yang*;Tasi-Yin Lin;
 Min-Hsien Chiang",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301019.0,"傅冶天*, 2013.11, ""Prospects for Cross-Straits Cooperation in E-Commerce""",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
101830.0,"陳建維 'Fear of Product Obsolescence and Intention ot Upgrade, '",2018,期刊論文,Sun Yat-sen Management Review,O,,練乃華,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101830.0,服務個案撰寫架構與教學方法研究,2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101830.0,"陳建維;練乃華*, 2016.07, 'Iconic Architecture and City Branding: Ingredient Branding and Self-Congruity Perspectives, '.(*為通訊作者)",2016,,,X,,練乃華,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
101830.0,新產品預告與高科技耐久產品置換決策：信號理論觀點(1/2),2017,,,X,,練乃華,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101830.0,業配文之信號理論觀點(1/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101830.0,業配文之信號理論觀點(2/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101830.0,"練乃華*;陳建維, 2016.07, 'Co-Branding of Credit Crads: The Roles of Co-Branding Structure, Category Fit, and Types of Sales Promotion, '.(*為通訊作者)",2016,,,X,,練乃華,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
101830.0,"陳建維;, 2018.01, 'Consumer Evaluations of Service Co-Branding",2018,期刊論文,The Service Industries Journal,O,,Nia-Hwa Lien*,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
301019.0,"傅冶天*, 2015, ""點亮臺灣—兼談夜間生活指數之建構 Innovation in City Governance: How to better create a night-friendly city in Taiwan? 中華民國總統府民意論壇中華民國一百零一年六月十二日",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
301019.0,"傅冶天*, 2016, ""Financial Risk Prevention Innovations in the Era of Computer- Executed Trading and Financial Technology: When Algorithmic-Trading Triggers Circuit Breakers 高頻交易時代的風險與因應""2016兩岸永續經營創新、變革與挑戰國際學術研討會, Tung-Hai University. (*為通訊作者)",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
301019.0,"傅冶天*, 2016, ""Reversed Mortgage Halted in the States but has just Flourished in Taiwan. Why? 攸關銀髮族照顧之以房養老（即反向房貸）已於2012年於美國之富國銀行丶美國銀行以試行期滿暫停告終，唯在台灣正夯，本文試圖研究此跨國差異。""",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
113492.0,比較利益、異質生產者與內生彈性,2018,期刊論文,Academia Economic Papers (經濟論文),O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
113492.0,"徐則謙*, 2017.03, '異質生產者、內生彈性及貿易與成長的關係, ' 經濟論文, Vol.第四十五卷, No.第一期, pp.81-127.(TSSCI)(*為通訊作者)(本論著未刊登但已被接受), 413688",2017,期刊論文,Academia Economic Papers (經濟論文),O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101607.0,最大跌幅，下方風險與市場崩跌風險(2/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E5:Papers in Professional conferences
301019.0,"傅冶天*, 2016, ""Stanford’s Contrasting Experience of Degree-Conferral in Distance-Learning and in Internet-Degree Offering 遠距與網路教學的史丹福經驗; 兼談史大網路課程之跨國創新結盟""",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
301019.0,"傅冶天*, 2016, ""The Perceived Job Compensation Ethics in Two Cultures: Contrasting Experiences of Laureates Shuji Nakamura and You You Tu"" IEEE International Symposium on Ethics in Engineering, Science, and Technology 2016, IEEE Ethics Society (IEEE). (*為通訊作者)",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
301019.0,"傅冶天*, 2016, ""Thriving in Turbulent Times: How Stanford Endowment Funds Outperformed Other Public Funds with a Great Margin During the Years between Two Stormy Crises""",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
301019.0,"傅冶天*, 2016, ""Volvo Cars’ Survival vs. Apple’s Wins: An Innovator’s Beliefs on Its Path to Sustainability"" Western Decision Sciences Conference (WDSI) 2016 Las Vegas, April 5-9, Western Decision Sciences Institute. (*為通訊作者)",2016,,,X,,,Applied_or_Integration_Application_Scholarship,E5:Papers in Professional conferences
301019.0,"傅冶天*, 2017.06, ""FinTech財務金融科技之大數據： 政府政策、企業策略、新創事業、消費保護 The Big Data of Financial Technology: Government Policy, Corporate Strategy, Entrepreneurial Pursuits, and Consumer Protection""",2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
